"codigo_ocorrencia";"aeronave_matricula";"aeronave_operador_categoria";"aeronave_tipo_veiculo";"aeronave_fabricante";"aeronave_modelo";"aeronave_tipo_icao";"aeronave_motor_tipo";"aeronave_motor_quantidade";"aeronave_pmd";"aeronave_pmd_categoria";"aeronave_assentos";"aeronave_ano_fabricacao";"aeronave_pais_fabricante";"aeronave_pais_registro";"aeronave_registro_categoria";"aeronave_registro_segmento";"aeronave_voo_origem";"aeronave_voo_destino";"aeronave_fase_operacao";"aeronave_fase_operacao_icao";"aeronave_tipo_operacao";"aeronave_nivel_dano";"total_fatalidades";"aeronave_dia_extracao"
"201403113425077";"PTUIB";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-202";"IPAN";"PISTÃO";"MONOMOTOR";"1800";"ATÉ 2250 KG";"1";"1994";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"SBIH";"SBEK";"ESPECIALIZADA";"MANEUVERING";"OPERAÇÃO AGRÍCOLA";"SUBSTANCIAL";"1";"2019-05-31"
"201807251255403";"PTRUH";"OPERADOR DE AERONAVE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"6";"1983";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"SBCG";"SSNJ";"TÁXI";"TAXI";"VOO NÃO REGULAR";"LEVE";"0";"2019-05-31"
"201901071651523";"PTRUH";"OPERADOR DE AERONAVE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"6";"1983";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"SBRP";"SBCG";"TÁXI";"TAXI";"VOO NÃO REGULAR";"LEVE";"0";"2019-05-31"
"201608050859128";"PTEUV";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-810C";"PA34";"PISTÃO";"BIMOTOR";"2073";"ATÉ 2250 KG";"6";"1978";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"SBCY";"SDZX";"POUSO";"LANDING";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201007022522866";"PTEST";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-810C";"PA34";"PISTÃO";"BIMOTOR";"2073";"ATÉ 2250 KG";"6";"1978";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"SUBIDA";"EN ROUTE";"TÁXI AÉREO";"NENHUM";"0";"2019-05-31"
"201103111679658";"PTOKK";"OPERADOR PARTICULAR";"AVIÃO";"BEECH AIRCRAFT";"E55";"BE55";"PISTÃO";"BIMOTOR";"2260";"ENTRE 2250 E 5700 KG";"6";"1981";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"****";"****";"POUSO";"LANDING";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201210187239198";"PPZBI";"OPERADOR PARTICULAR";"ULTRALEVE";"***";"EAGLE II";"ULAC";"PISTÃO";"MONOMOTOR";"525";"ATÉ 2250 KG";"2";"1987";"NÃO IDENTIFICADO";"BRASIL";"PET";"EXPERIMENTAL";"****";"****";"MANOBRA";"MANEUVERING";"VOO EXPERIMENTAL";"DESTRUÍDA";"2";"2019-05-31"
"201412267468674";"PPFLD";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1990";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBSJ";"SBSJ";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201405318108564";"PPFLD";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1990";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201207137275797";"PTHTP";"OPERADOR DE AERONAVE";"HELICÓPTERO";"BELL HELICOPTER";"212";"B212";"TURBOEIXO";"BIMOTOR";"5080";"ENTRE 2250 E 5700 KG";"15";"1980";"FRANÇA";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"CRUZEIRO";"EN ROUTE";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201108136105131";"PTHTP";"OPERADOR DE AERONAVE";"HELICÓPTERO";"BELL HELICOPTER";"212";"B212";"TURBOEIXO";"BIMOTOR";"5080";"ENTRE 2250 E 5700 KG";"15";"1980";"FRANÇA";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"SUBIDA";"EN ROUTE";"TÁXI AÉREO";"NENHUM";"0";"2019-05-31"
"200904085268490";"PTIOH";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"310Q";"C310";"PISTÃO";"BIMOTOR";"2404";"ENTRE 2250 E 5700 KG";"6";"1992";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"SBSN";"SBSN";"CORRIDA APÓS POUSO";"LANDING";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201208179354201";"PTVEH";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"6";"1987";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201305032268076";"PTOIF";"OPERADOR PARTICULAR";"AVIÃO";"BEECH AIRCRAFT";"F90";"BE9T";"TURBOÉLICE";"BIMOTOR";"4967";"ENTRE 2250 E 5700 KG";"8";"1980";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"****";"****";"TÁXI";"TAXI";"VOO PRIVADO";"SUBSTANCIAL";"0";"2019-05-31"
"201006021505338";"PTHKV";"OPERADOR DE AERONAVE";"HELICÓPTERO";"BELL HELICOPTER";"212";"B212";"TURBOEIXO";"BIMOTOR";"5080";"ENTRE 2250 E 5700 KG";"15";"1980";"FRANÇA";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"SUBIDA";"EN ROUTE";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201203164482319";"PPGFD";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1992";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SSKT";"****";"TÁXI";"TAXI";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201011301219368";"PPGKG";"AEROCLUBE";"AVIÃO";"PIPER AIRCRAFT";"PA-18";"PA18";"PISTÃO";"MONOMOTOR";"680";"ATÉ 2250 KG";"2";"1950";"ESTADOS UNIDOS";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201810171452337";"PPHSW";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-180";"AB18";"PISTÃO";"MONOMOTOR";"844";"ATÉ 2250 KG";"2";"1986";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SDBB";"SDBB";"SUBIDA";"EN ROUTE";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"200907145294501";"PPFHP";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201502168605003";"PPFHP";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBUL";"SBUL";"DECOLAGEM";"TAKEOFF";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201805221318109";"PPFHP";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBUL";"SBUL";"TÁXI";"TAXI";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201611140955143";"PPFHP";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBUL";"SBUL";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201111303846945";"PPFHP";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBUL";"SWKT";"ARREMETIDA NO SOLO";"APPROACH";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201501174454962";"PTOVL";"ESCOLA DE AVIAÇÃO";"AVIÃO";"EMBRAER";"EMB-810C";"PA34";"PISTÃO";"BIMOTOR";"2073";"ATÉ 2250 KG";"6";"1981";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"SBJD";"SBJD";"TÁXI";"TAXI";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201808062049138";"PPGBL";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-180";"AB18";"PISTÃO";"MONOMOTOR";"844";"ATÉ 2250 KG";"2";"1991";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"ESTACIONAMENTO";"STANDING";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201803051758245";"PTELW";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-820C CARAJA";"PAT4";"TURBOÉLICE";"BIMOTOR";"3629";"ENTRE 2250 E 5700 KG";"10";"1977";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"SBTT";"SBEG";"CORRIDA APÓS POUSO";"LANDING";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201211291221242";"PTELW";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-820C CARAJA";"PAT4";"TURBOÉLICE";"BIMOTOR";"3629";"ENTRE 2250 E 5700 KG";"10";"1977";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201810091306477";"PTICR";"OPERADOR PARTICULAR";"AVIÃO";"TWIN COMMANDER";"500-S";"AC50";"PISTÃO";"BIMOTOR";"3062";"ENTRE 2250 E 5700 KG";"7";"1971";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"SBPA";"SBPF";"ESTACIONAMENTO";"STANDING";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201804161819037";"PTICR";"OPERADOR PARTICULAR";"AVIÃO";"TWIN COMMANDER";"500-S";"AC50";"PISTÃO";"BIMOTOR";"3062";"ENTRE 2250 E 5700 KG";"7";"1971";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"SBPA";"SBNM";"SUBIDA";"EN ROUTE";"TÁXI AÉREO";"NENHUM";"0";"2019-05-31"
"201101198665030";"PTRHW";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-721D";"P32R";"PISTÃO";"MONOMOTOR";"1633";"ATÉ 2250 KG";"7";"1980";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"SSPX";"SWEI";"CRUZEIRO";"EN ROUTE";"VOO PRIVADO";"SUBSTANCIAL";"0";"2019-05-31"
"201603291929239";"PTVJC";"ESCOLA DE AVIAÇÃO";"AVIÃO";"EMBRAER";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2047";"ATÉ 2250 KG";"6";"1988";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"SBJD";"SBJD";"DECOLAGEM";"TAKEOFF";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201410069404729";"PTVJC";"ESCOLA DE AVIAÇÃO";"AVIÃO";"EMBRAER";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2047";"ATÉ 2250 KG";"6";"1988";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201406278825447";"PTVJC";"ESCOLA DE AVIAÇÃO";"AVIÃO";"EMBRAER";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2047";"ATÉ 2250 KG";"6";"1988";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"TÁXI";"TAXI";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201505023831383";"PTVJC";"ESCOLA DE AVIAÇÃO";"AVIÃO";"EMBRAER";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2047";"ATÉ 2250 KG";"6";"1988";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"SBJD";"SBJD";"CORRIDA APÓS POUSO";"LANDING";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201309032120048";"PTDDG";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"U206C";"C206";"PISTÃO";"MONOMOTOR";"1633";"ATÉ 2250 KG";"6";"1968";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"SBJC";"SNVS";"DECOLAGEM";"TAKEOFF";"TÁXI AÉREO";"DESTRUÍDA";"3";"2019-05-31"
"201611221837009";"PTBHB";"OPERADOR PARTICULAR";"AVIÃO";"CESSNA AIRCRAFT";"172A";"C172";"PISTÃO";"MONOMOTOR";"998";"ATÉ 2250 KG";"4";"1960";"ESTADOS UNIDOS";"BRASIL";"PRI";"INSTRUÇÃO";"SDTI";"SNPY";"APROXIMAÇÃO FINAL";"APPROACH";"VOO PRIVADO";"SUBSTANCIAL";"0";"2019-05-31"
"201107014787762";"PPEJB";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"6";"1982";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"CRUZEIRO";"EN ROUTE";"TÁXI AÉREO";"DESTRUÍDA";"4";"2019-05-31"
"201204038532503";"PTEDC";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-820C NAVAJO";"PA31";"PISTÃO";"BIMOTOR";"3175";"ENTRE 2250 E 5700 KG";"10";"1976";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"SNDC";"SNFX";"CORRIDA APÓS POUSO";"LANDING";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201410245098359";"PTEDC";"OPERADOR DE AERONAVE";"AVIÃO";"EMBRAER";"EMB-820C NAVAJO";"PA31";"PISTÃO";"BIMOTOR";"3175";"ENTRE 2250 E 5700 KG";"10";"1976";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"OPERAÇÃO DE SOLO";"STANDING";"TÁXI AÉREO";"NENHUM";"0";"2019-05-31"
"201803011756575";"PTNYM";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-712";"P28A";"PISTÃO";"MONOMOTOR";"1157";"ATÉ 2250 KG";"4";"1982";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"SSBE";"SSIE";"OUTRA FASE";"UNKNOWN";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201101235149030";"PTOMU";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"650";"C650";"JATO";"BIMOTOR";"9979";"ACIMA DE 5700 KG";"11";"1991";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"TÁXI";"TAXI";"TÁXI AÉREO";"NENHUM";"0";"2019-05-31"
"201207136958370";"PTOMU";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"650";"C650";"JATO";"BIMOTOR";"9979";"ACIMA DE 5700 KG";"11";"1991";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"APROXIMAÇÃO FINAL";"APPROACH";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201301304594582";"PTOMU";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"650";"C650";"JATO";"BIMOTOR";"9979";"ACIMA DE 5700 KG";"11";"1991";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"TÁXI AÉREO";"LEVE";"0";"2019-05-31"
"201208081716015";"PPGOT";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201211091724984";"PTRQI";"OPERADOR DE AERONAVE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"7";"1982";"BRASIL";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"TÁXI";"TAXI";"TÁXI AÉREO";"NENHUM";"0";"2019-05-31"
"201305314362415";"PTWIN";"OPERADOR PARTICULAR";"AVIÃO";"PIPER AIRCRAFT";"PA-32R-301";"P32R";"PISTÃO";"MONOMOTOR";"1633";"ATÉ 2250 KG";"6";"1995";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"****";"****";"POUSO";"LANDING";"VOO PRIVADO";"LEVE";"0";"2019-05-31"
"201408243581230";"PTVIY";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"7";"1989";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"POUSO";"LANDING";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201406246426140";"PTVIY";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"7";"1989";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"TÁXI";"TAXI";"VOO PRIVADO";"LEVE";"0";"2019-05-31"
"201203102252921";"PTVIY";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"7";"1989";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"POUSO";"LANDING";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201803161919094";"PTKTI";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"U206F";"C206";"PISTÃO";"MONOMOTOR";"1633";"ATÉ 2250 KG";"6";"1975";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"SWPD";"SNOX";"CRUZEIRO";"EN ROUTE";"TÁXI AÉREO";"SUBSTANCIAL";"0";"2019-05-31"
"201102031551598";"PPGMM";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"3";"1992";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"NENHUM";"0";"2019-05-31"
"201111255473734";"PPGMM";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"3";"1992";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBSM";"SBSM";"ARREMETIDA NO SOLO";"APPROACH";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201104207199132";"PTLRS";"OPERADOR DE AERONAVE";"AVIÃO";"BEECH AIRCRAFT";"58";"BE58";"PISTÃO";"BIMOTOR";"2449";"ENTRE 2250 E 5700 KG";"6";"1974";"ESTADOS UNIDOS";"BRASIL";"TPX";"TÁXI AÉREO";"****";"****";"DECOLAGEM";"TAKEOFF";"TÁXI AÉREO";"SUBSTANCIAL";"0";"2019-05-31"
"201312304503043";"PPGQW";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SSKZ";"****";"ARREMETIDA NO SOLO";"APPROACH";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201305241613608";"PTAVJ";"ESCOLA DE AVIAÇÃO";"AVIÃO";"CESSNA AIRCRAFT";"150J";"C150";"PISTÃO";"MONOMOTOR";"726";"ATÉ 2250 KG";"2";"1969";"ESTADOS UNIDOS";"BRASIL";"PRI";"INSTRUÇÃO";"SBSV";"SBLE";"DECOLAGEM";"TAKEOFF";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201903261217155";"PTNMJ";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-711C";"P28R";"PISTÃO";"MONOMOTOR";"1202";"ATÉ 2250 KG";"4";"1977";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"SBMT";"SBMT";"POUSO";"LANDING";"VOO PRIVADO";"SUBSTANCIAL";"0";"2019-05-31"
"201001151938850";"PTVFM";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-712";"P28A";"PISTÃO";"MONOMOTOR";"1157";"ATÉ 2250 KG";"4";"1989";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"DECOLAGEM";"TAKEOFF";"VOO PRIVADO";"LEVE";"0";"2019-05-31"
"201410038883381";"PTRXQ";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"7";"1985";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"DECOLAGEM";"TAKEOFF";"VOO PRIVADO";"NENHUM";"0";"2019-05-31"
"201810291451511";"PTRXQ";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"7";"1985";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"****";"****";"CORRIDA APÓS POUSO";"LANDING";"VOO PRIVADO";"LEVE";"1";"2019-05-31"
"200906134111359";"PTLQE";"OPERADOR PARTICULAR";"AVIÃO";"BEECH AIRCRAFT";"C90";"BE9L";"TURBOÉLICE";"BIMOTOR";"4377";"ENTRE 2250 E 5700 KG";"8";"1983";"ESTADOS UNIDOS";"BRASIL";"TPP";"PARTICULAR";"SBBH";"SNNU";"POUSO";"LANDING";"VOO PRIVADO";"DESTRUÍDA";"0";"2019-05-31"
"201007049948136";"PTVDA";"OPERADOR PARTICULAR";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-810D";"PA34";"PISTÃO";"BIMOTOR";"2155";"ATÉ 2250 KG";"6";"1986";"BRASIL";"BRASIL";"TPP";"PARTICULAR";"SBRF";"SBKG";"DECOLAGEM";"TAKEOFF";"VOO PRIVADO";"SUBSTANCIAL";"0";"2019-05-31"
"201108199861268";"PPHOR";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C-1";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1962";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201202271485400";"PPHOR";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C-1";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1962";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"ARREMETIDA NO SOLO";"APPROACH";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201905101500148";"PPGNT";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1993";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SBBI";"SBBI";"TÁXI";"TAXI";"VOO DE INSTRUÇÃO";"LEVE";"0";"2019-05-31"
"201206263191882";"PPHPI";"AEROCLUBE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"56-C-1";"PAUL";"PISTÃO";"MONOMOTOR";"660";"ATÉ 2250 KG";"2";"1962";"BRASIL";"BRASIL";"PRI";"INSTRUÇÃO";"****";"****";"OPERAÇÃO DE SOLO";"STANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201609091142295";"PPFGD";"AEROCLUBE";"AVIÃO";"AERO BOERO";"AB-115";"AB11";"PISTÃO";"MONOMOTOR";"770";"ATÉ 2250 KG";"2";"1988";"ARGENTINA";"BRASIL";"PRI";"INSTRUÇÃO";"SSAK";"SSAK";"POUSO";"LANDING";"VOO DE INSTRUÇÃO";"SUBSTANCIAL";"0";"2019-05-31"
"201703082059391";"PTUGL";"OPERADOR DE AERONAVE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-201A";"IPAN";"PISTÃO";"MONOMOTOR";"1800";"ATÉ 2250 KG";"1";"1991";"BRASIL";"BRASIL";"SAE-AG";"AGRÍCOLA";"****";"****";"ESPECIALIZADA";"MANEUVERING";"OPERAÇÃO AGRÍCOLA";"SUBSTANCIAL";"0";"2019-05-31"
"200905204494024";"PTGFJ";"OPERADOR DE AERONAVE";"AVIÃO";"NEIVA INDUSTRIA AERONAUTICA";"EMB-201";"IPAN";"PISTÃO";"MONOMOTOR";"1800";"ATÉ 2250 KG";"1";"1974";"BRASIL";"BRASIL";"SAE-AG";"AGRÍCOLA";"****";"****";"POUSO";"LANDING";"OPERAÇÃO AGRÍCOLA";"LEVE";"0";"2019-05-31"
"200912231339375";"PTAGV";"OPERADOR DE AERONAVE";"AVIÃO";"CESSNA AIRCRAFT";"170A";"C170";"PISTÃO";"MONOMOTOR";"998";"ATÉ 2250 KG";"1";"1950";"ESTADOS UNIDOS";"BRASIL";"SAE";"ESPECIALIZADA";"****";"****";"OUTRA FASE";"UNKNOWN";"OPERAÇÃO ESPECIALIZADA";"SUBSTANCIAL";"0";"2019-05-31"
