ibge;anomes;qtd_familias_beneficiarias_bolsa_familia;valor_repassado_bolsa_familia
130350;201903;3029;930983.0
130353;201903;3888;759206.0
130356;201903;3086;575382.0
130360;201903;2265;610866.0
130370;201903;4361;1371463.0
130380;201903;5255;1782430.0
130390;201903;4227;1321293.0
130395;201903;1589;324191.0
130400;201903;2011;534539.0
130406;201903;7098;1326085.0
130410;201903;2586;434907.0
130420;201903;8751;2339866.0
130423;201903;3208;867219.0
130426;201903;2419;799464.0
130430;201903;3065;688420.0
130440;201903;3680;1093225.0
140002;201903;1385;371880.0
140005;201903;2185;479279.0
140010;201903;21248;3367110.0
140015;201903;2271;624550.0
140017;201903;2405;616060.0
140020;201903;3301;788862.0
140023;201903;1405;285875.0
140028;201903;1374;274339.0
140030;201903;3366;647096.0
140040;201903;1710;604697.0
140045;201903;1509;368245.0
140047;201903;3423;713361.0
140050;201903;833;157853.0
140060;201903;990;206397.0
140070;201903;1307;578255.0
150010;201903;34494;7046693.0
150013;201903;1194;280214.0
150020;201903;11366;2314577.0
150030;201903;6934;1631977.0
150034;201903;2763;552629.0
150040;201903;11431;2027120.0
150050;201903;5548;1811812.0
150060;201903;11239;2175273.0
150070;201903;5252;1640252.0
150080;201903;34583;4909901.0
150085;201903;5351;1338318.0
150090;201903;7971;1896888.0
150095;201903;4015;850634.0
150100;201903;2069;532142.0
150110;201903;3624;1062249.0
150120;201903;6363;1242959.0
150125;201903;392;79125.0
150130;201903;14926;2885863.0
150140;201903;123136;1.9039107E7
150145;201903;2832;510113.0
150150;201903;10413;2277582.0
150157;201903;2074;395487.0
150160;201903;1952;312065.0
150170;201903;15942;3077922.0
150172;201903;2623;507818.0
150175;201903;1069;211473.0
150178;201903;6956;1550022.0
150180;201903;16966;4163115.0
150190;201903;5583;1571198.0
150195;201903;4431;1250903.0
150200;201903;4654;1221160.0
150210;201903;20011;4154626.0
150215;201903;3893;693923.0
150220;201903;7310;1261917.0
150230;201903;7879;1277167.0
150240;201903;13818;1886097.0
150250;201903;3229;922192.0
150260;201903;1858;417888.0
150270;201903;3523;547489.0
150275;201903;5268;1297832.0
150276;201903;1337;270729.0
150277;201903;3199;537031.0
150280;201903;5589;1454602.0
150285;201903;2237;514009.0
150290;201903;8587;1827134.0
150293;201903;4336;728804.0
150295;201903;3588;593897.0
150300;201903;1729;481861.0
150304;201903;2327;435997.0
150307;201903;4845;939634.0
150309;201903;3299;586414.0
150310;201903;6050;2105570.0
150320;201903;6552;1030616.0
150330;201903;10265;1887463.0
150340;201903;1803;339127.0
150345;201903;5912;1270983.0
150350;201903;6587;1171192.0
150360;201903;12997;2604105.0
150370;201903;6317;1287135.0
150375;201903;2504;708855.0
150380;201903;7382;1750856.0
150390;201903;5685;1211545.0
150400;201903;5269;1029198.0
150405;201903;6458;1234484.0
150410;201903;1194;242134.0
150420;201903;15572;2427876.0
150430;201903;6161;1119050.0
150440;201903;4150;843011.0
150442;201903;13880;2409626.0
150445;201903;4440;979197.0
150450;201903;4147;1182904.0
150460;201903;6681;1900685.0
150470;201903;15558;3215486.0
150475;201903;3337;728122.0
150480;201903;9611;1734920.0
150490;201903;6757;1635537.0
150495;201903;4397;1315641.0
150497;201903;1476;278380.0
150500;201903;2373;388677.0
150503;201903;1632;286281.0
150506;201903;6254;1191439.0
150510;201903;6461;1480729.0
150520;201903;6397;1752672.0
150530;201903;8425;1596772.0
150540;201903;3551;816782.0
150543;201903;4015;748511.0
150548;201903;7478;1854706.0
150549;201903;1518;404801.0
150550;201903;10190;1650618.0
150553;201903;9650;1467919.0
150555;201903;1000;209024.0
150560;201903;1092;194610.0
150563;201903;1427;261218.0
150565;201903;3031;826507.0
150570;201903;5010;891605.0
150580;201903;7773;1835721.0
150590;201903;5934;1918117.0
150600;201903;7682;2264596.0
150610;201903;1934;448244.0
150611;201903;2344;531907.0
150613;201903;5791;1016872.0
150616;201903;1319;216669.0
150618;201903;3666;729021.0
150619;201903;4008;841426.0
150620;201903;4138;758255.0
150630;201903;4744;985500.0
150635;201903;2599;476705.0
150640;201903;1847;462106.0
150650;201903;6556;1006420.0
150655;201903;4401;905869.0
150658;201903;2394;397467.0
150660;201903;3640;598012.0
150670;201903;4771;842898.0
150680;201903;28637;5456519.0
150690;201903;1951;411675.0
150700;201903;4268;777339.0
150710;201903;2756;535696.0
150715;201903;3106;622069.0
150720;201903;5308;1333258.0
150730;201903;7468;1722465.0
150740;201903;2580;417369.0
150745;201903;3128;547816.0
150746;201903;1108;269900.0
150747;201903;3381;631014.0
150750;201903;2401;625623.0
150760;201903;8480;1648139.0
150770;201903;5234;1555842.0
150775;201903;470;90518.0
150780;201903;3456;966339.0
150790;201903;3829;844194.0
150795;201903;8896;1604617.0
150796;201903;2605;479498.0
150797;201903;2732;618963.0
150800;201903;9495;1855308.0
150803;201903;5394;1247259.0
150805;201903;2191;416723.0
150808;201903;1957;258097.0
150810;201903;10565;1844601.0
150812;201903;3497;760178.0
150815;201903;6219;1285814.0
150820;201903;7909;1420545.0
150830;201903;9246;2842746.0
150835;201903;1302;267107.0
150840;201903;3656;675483.0
160005;201903;934;237694.0
160010;201903;2177;496744.0
160015;201903;1795;475993.0
160020;201903;1401;289331.0
160021;201903;826;280256.0
160023;201903;778;158951.0
160025;201903;1734;434685.0
160027;201903;6564;1375743.0
160030;201903;32623;6295976.0
160040;201903;4181;1359536.0
160050;201903;2210;358197.0
160053;201903;2684;670442.0
160055;201903;625;169202.0
160060;201903;15252;3302262.0
160070;201903;2090;631524.0
160080;201903;2383;761836.0
170025;201903;234;42322.0
170030;201903;602;117341.0
170035;201903;616;114707.0
170040;201903;848;193800.0
170070;201903;723;135158.0
170100;201903;1335;281731.0
170105;201903;242;41250.0
170110;201903;383;80359.0
170130;201903;549;106378.0
170190;201903;414;65069.0
170200;201903;453;61360.0
170210;201903;7380;959669.0
170215;201903;773;185330.0
170220;201903;3190;540534.0
170230;201903;424;69645.0
170240;201903;1401;319964.0
170255;201903;1537;280626.0
170270;201903;409;68125.0
170290;201903;2005;492852.0
170300;201903;1114;232547.0
170305;201903;293;46402.0
170307;201903;445;102384.0
170310;201903;617;95395.0
170320;201903;453;89957.0
170330;201903;570;153951.0
170360;201903;204;41596.0
170370;201903;481;84326.0
170380;201903;778;128330.0
170382;201903;307;67241.0
170384;201903;758;162314.0
170386;201903;214;32899.0
170388;201903;219;46774.0
170389;201903;614;146469.0
170390;201903;890;211417.0
170410;201903;265;69266.0
170460;201903;182;34870.0
170510;201903;401;99553.0
170550;201903;2026;273257.0
170555;201903;569;91227.0
170560;201903;456;101372.0
170600;201903;672;117138.0
170610;201903;771;160561.0
170625;201903;91;17048.0
170650;201903;537;100199.0
170700;201903;1423;249899.0
170710;201903;707;126266.0
170720;201903;1147;228939.0
170730;201903;382;67497.0
170740;201903;1245;285548.0
170755;201903;312;59448.0
170765;201903;453;72065.0
170770;201903;1022;199207.0
170820;201903;1573;264698.0
170825;201903;482;91834.0
170830;201903;892;210860.0
170900;201903;1725;434514.0
170930;201903;1485;236302.0
170950;201903;2786;367541.0
170980;201903;209;43779.0
171050;201903;1059;290110.0
171070;201903;762;125866.0
171090;201903;600;88471.0
171110;201903;207;32589.0
171150;201903;401;76764.0
171180;201903;240;39667.0
171190;201903;1016;252463.0
171195;201903;467;99632.0
171200;201903;189;35846.0
171215;201903;179;34049.0
171240;201903;402;120056.0
171245;201903;290;60227.0
171250;201903;479;76759.0
171270;201903;165;34468.0
171280;201903;410;70853.0
171320;201903;1574;264541.0
171330;201903;1225;195324.0
171360;201903;778;190586.0
171370;201903;337;63141.0
171380;201903;841;164432.0
171395;201903;382;89461.0
171420;201903;774;142453.0
171430;201903;575;115690.0
171488;201903;1135;218791.0
171500;201903;489;110204.0
171510;201903;471;134438.0
171515;201903;190;39062.0
171525;201903;318;51901.0
171550;201903;145;32469.0
171570;201903;596;112587.0
171575;201903;587;102153.0
171610;201903;1808;274580.0
171620;201903;1733;426401.0
171630;201903;518;91045.0
171650;201903;774;123616.0
171660;201903;927;172316.0
171665;201903;609;99096.0
171670;201903;860;145643.0
171700;201903;539;113039.0
171720;201903;430;83030.0
171750;201903;328;45363.0
171780;201903;612;131994.0
171790;201903;677;132874.0
171800;201903;322;64594.0
171820;201903;4004;673215.0
171830;201903;851;146194.0
171840;201903;375;75224.0
171845;201903;268;54752.0
171850;201903;543;152958.0
171855;201903;601;106134.0
171865;201903;162;30572.0
171870;201903;315;58841.0
171875;201903;733;187902.0
171880;201903;749;162033.0
171884;201903;277;49430.0
171886;201903;443;60683.0
171888;201903;296;67105.0
171889;201903;211;41106.0
171890;201903;544;108554.0
171900;201903;186;34740.0
172000;201903;276;44834.0
172010;201903;579;145265.0
172015;201903;145;31091.0
172020;201903;1633;300683.0
172025;201903;331;77855.0
172030;201903;824;221689.0
172049;201903;524;89108.0
172065;201903;906;188980.0
172080;201903;1206;237307.0
172085;201903;145;23909.0
172090;201903;2250;501955.0
172093;201903;194;44094.0
172097;201903;193;37544.0
172100;201903;13482;2150014.0
172110;201903;901;292805.0
172120;201903;2288;525113.0
172125;201903;110;23705.0
172130;201903;285;64202.0
172208;201903;1392;259253.0
172210;201903;1369;234122.0
210005;201903;9032;1378178.0
210010;201903;1439;303576.0
210015;201903;2558;562803.0
210020;201903;5865;1236307.0
210030;201903;3779;711587.0
210040;201903;1397;266630.0
210043;201903;4117;867723.0
210047;201903;4747;1357063.0
210050;201903;1256;263754.0
210055;201903;1360;341155.0
210060;201903;4751;1077353.0
210070;201903;6239;1684380.0
210080;201903;3569;1123178.0
210083;201903;4176;1171736.0
210087;201903;2208;442019.0
210090;201903;7706;1631873.0
210095;201903;4754;948914.0
210100;201903;5204;1184493.0
210110;201903;2367;677562.0
210120;201903;13169;2397977.0
210125;201903;3115;547621.0
210130;201903;2988;616094.0
210135;201903;1051;261134.0
210140;201903;8724;1574477.0
210150;201903;3397;521597.0
210160;201903;10341;1706628.0
210170;201903;11822;2733866.0
210173;201903;1714;544376.0
210177;201903;2582;587839.0
210180;201903;1099;261656.0
210190;201903;3620;797946.0
210193;201903;889;175191.0
210197;201903;1535;367549.0
210200;201903;5586;1246801.0
210203;201903;4955;950461.0
210207;201903;2387;435143.0
210210;201903;6812;2065711.0
210215;201903;1759;477229.0
210220;201903;5094;1187576.0
210230;201903;3992;837173.0
210232;201903;6914;1274926.0
210235;201903;2633;683987.0
210237;201903;2060;655366.0
210240;201903;2110;513216.0
210250;201903;4401;1284407.0
210255;201903;1626;333554.0
210260;201903;4008;887126.0
210270;201903;3675;883648.0
210275;201903;2671;599548.0
210280;201903;3227;747882.0
210290;201903;5332;1310648.0
210300;201903;19526;3290081.0
210310;201903;2322;484358.0
210312;201903;2044;475505.0
210315;201903;2161;516471.0
210317;201903;3289;855547.0
210320;201903;14321;3663138.0
210325;201903;2574;637065.0
210330;201903;14310;2462747.0
210340;201903;6993;1430213.0
210350;201903;7070;1755892.0
210355;201903;3272;991167.0
210360;201903;10121;2248169.0
210370;201903;7263;1505003.0
210375;201903;1647;263928.0
210380;201903;3887;679853.0
210390;201903;2014;550577.0
210400;201903;3307;797181.0
210405;201903;3659;584460.0
210407;201903;1329;296998.0
210408;201903;1962;478039.0
210409;201903;2868;821479.0
210410;201903;2109;434124.0
210420;201903;3033;745270.0
210430;201903;1762;357259.0
210440;201903;3304;684312.0
210450;201903;1722;301992.0
210455;201903;2216;382385.0
210460;201903;2587;663572.0
210462;201903;1086;249231.0
210465;201903;1980;455753.0
210467;201903;4217;1138818.0
210470;201903;1059;199729.0
210480;201903;10098;1890528.0
210490;201903;2635;579634.0
210500;201903;4745;1140608.0
210510;201903;4773;1392553.0
210515;201903;2777;766178.0
210520;201903;1853;407007.0
210530;201903;14628;2507693.0
210535;201903;2452;617124.0
210540;201903;8996;1764152.0
210542;201903;4073;797412.0
210545;201903;1810;430965.0
210547;201903;2409;587081.0
210550;201903;3781;985372.0
210560;201903;2526;528171.0
210565;201903;994;289174.0
210570;201903;8154;1745072.0
210580;201903;2013;349191.0
210590;201903;3178;903451.0
210592;201903;2100;534414.0
210594;201903;1460;294985.0
210596;201903;1751;373237.0
210598;201903;1471;317138.0
210600;201903;1885;325529.0
210610;201903;1891;479673.0
210620;201903;1917;472369.0
210630;201903;2219;553904.0
210632;201903;3050;677578.0
210635;201903;1425;289429.0
210637;201903;1637;442249.0
210640;201903;3708;1233451.0
210650;201903;5890;1461233.0
210660;201903;5987;1159646.0
210663;201903;1946;427918.0
210667;201903;1560;430243.0
210670;201903;3508;985549.0
210675;201903;3486;798404.0
210680;201903;2959;679337.0
210690;201903;5650;1317866.0
210700;201903;1704;328354.0
210710;201903;3811;1012636.0
210720;201903;2354;673199.0
210725;201903;810;221889.0
210730;201903;787;139748.0
210735;201903;3387;719665.0
210740;201903;3799;885282.0
210745;201903;3494;783574.0
210750;201903;13384;2161893.0
210760;201903;4530;1151969.0
210770;201903;4587;1147774.0
210780;201903;5113;1193877.0
210790;201903;3145;808688.0
210800;201903;3700;890976.0
210805;201903;3302;1014414.0
210810;201903;3783;669873.0
210820;201903;4063;700830.0
210825;201903;5312;1133075.0
210830;201903;5894;1298033.0
210840;201903;2520;478882.0
210845;201903;5096;1214536.0
210850;201903;3934;1149741.0
210860;201903;13173;2565500.0
210870;201903;5014;1040831.0
210880;201903;3313;733686.0
210890;201903;2904;450667.0
210900;201903;1856;242298.0
210905;201903;1450;299991.0
210910;201903;4381;803804.0
210920;201903;2491;718014.0
210923;201903;985;216371.0
210927;201903;4012;1146944.0
210930;201903;1768;483726.0
210940;201903;3303;721922.0
210945;201903;4712;1002449.0
210950;201903;2870;546070.0
210955;201903;1003;184794.0
210960;201903;5680;993809.0
210970;201903;760;153594.0
210975;201903;1170;248503.0
210980;201903;7957;1505805.0
210990;201903;9264;1805685.0
211000;201903;9776;1916634.0
211003;201903;3889;1173526.0
211010;201903;5043;1702947.0
211020;201903;5654;1300533.0
211023;201903;1580;333132.0
211027;201903;2389;503129.0
211030;201903;2764;459816.0
211040;201903;3772;1199118.0
211050;201903;7322;1653497.0
211060;201903;5437;1342445.0
211065;201903;1481;354544.0
211070;201903;5027;1080664.0
211080;201903;774;145485.0
211085;201903;1449;254401.0
211090;201903;2566;643111.0
211100;201903;5499;1249347.0
211102;201903;2350;583435.0
211105;201903;1492;271982.0
211107;201903;3114;834939.0
211110;201903;3359;581417.0
211120;201903;24758;4336686.0
211125;201903;1396;315275.0
211130;201903;79844;1.2751026E7
211140;201903;3587;735145.0
211150;201903;6561;1363939.0
211153;201903;1464;248457.0
211157;201903;660;158938.0
211160;201903;2222;462192.0
211163;201903;1362;407503.0
211167;201903;1290;355270.0
211170;201903;5378;1126496.0
211172;201903;1649;335130.0
211174;201903;2241;587696.0
211176;201903;2562;598150.0
211178;201903;3583;800237.0
211180;201903;3138;753630.0
211190;201903;2219;630767.0
211195;201903;933;166438.0
211200;201903;1191;232655.0
211210;201903;4961;1218979.0
211220;201903;21185;3844486.0
211223;201903;3227;500295.0
211227;201903;1348;416573.0
211230;201903;4972;881087.0
211240;201903;6807;1867107.0
211245;201903;5619;1198047.0
211250;201903;10307;2564069.0
211260;201903;6276;1534294.0
211270;201903;7461;2122338.0
211280;201903;9280;1700792.0
211285;201903;1007;201819.0
211290;201903;5641;1297143.0
211300;201903;6134;1529566.0
211400;201903;6579;1141573.0
220005;201903;1332;261895.0
220010;201903;944;217239.0
220020;201903;2370;455830.0
220025;201903;1511;269704.0
220027;201903;849;176209.0
220030;201903;2549;447799.0
220040;201903;4287;682321.0
220045;201903;959;273868.0
220050;201903;3345;838996.0
220060;201903;1764;330541.0
220070;201903;1696;264794.0
220080;201903;486;123548.0
220090;201903;1162;283449.0
220095;201903;521;86469.0
220100;201903;885;193294.0
220105;201903;1336;270704.0
220110;201903;2707;676207.0
220115;201903;2081;493957.0
220117;201903;839;195460.0
220120;201903;9721;2514190.0
220130;201903;795;207417.0
220140;201903;1484;211796.0
220150;201903;4947;1213864.0
220155;201903;638;133076.0
220157;201903;694;144457.0
220160;201903;1875;485562.0
220170;201903;1058;257328.0
220173;201903;1300;295739.0
220177;201903;1720;446312.0
220180;201903;637;135681.0
220190;201903;3938;773012.0
220191;201903;1020;158606.0
220192;201903;1143;251257.0
220194;201903;1226;274132.0
220196;201903;1366;277761.0
220198;201903;958;265726.0
220200;201903;3576;876354.0
220202;201903;1566;380165.0
220205;201903;1911;487642.0
220207;201903;462;89737.0
220208;201903;904;134780.0
220209;201903;1057;257804.0
220210;201903;1108;240818.0
220211;201903;1253;295235.0
220213;201903;1167;267089.0
220217;201903;1777;471223.0
220220;201903;6009;1037340.0
220225;201903;740;193703.0
220230;201903;4163;782607.0
220240;201903;2088;467052.0
220245;201903;1148;281285.0
220250;201903;2144;575298.0
220253;201903;1172;187970.0
220255;201903;1254;226265.0
220260;201903;2917;710759.0
220265;201903;898;209799.0
220270;201903;5027;947700.0
220271;201903;1082;235158.0
220272;201903;1157;258183.0
220273;201903;775;160636.0
220275;201903;1435;317134.0
220277;201903;1487;307785.0
220280;201903;1080;226138.0
220285;201903;1025;251491.0
220290;201903;3621;719491.0
220300;201903;1305;337965.0
220310;201903;1893;524044.0
220320;201903;1854;480635.0
220323;201903;1009;210387.0
220325;201903;869;229840.0
220327;201903;1043;241662.0
220330;201903;2914;597463.0
220335;201903;1333;369813.0
220340;201903;991;171574.0
220342;201903;800;192349.0
220345;201903;2169;443941.0
220350;201903;1899;356152.0
220360;201903;755;173175.0
220370;201903;6876;1529143.0
220375;201903;1254;338207.0
220380;201903;1036;201171.0
220385;201903;531;105177.0
220390;201903;4131;636814.0
220400;201903;832;149955.0
220410;201903;726;156477.0
220415;201903;492;100157.0
220420;201903;1214;214065.0
220430;201903;2022;439959.0
220435;201903;1143;241766.0
220440;201903;1669;414038.0
220450;201903;1564;347699.0
220455;201903;1068;296054.0
220460;201903;710;133810.0
220465;201903;1563;285066.0
220470;201903;2371;400645.0
220480;201903;1493;229651.0
220490;201903;1848;386607.0
220500;201903;1887;308413.0
220510;201903;1558;294329.0
220515;201903;1256;226507.0
220520;201903;3554;734120.0
220525;201903;991;238898.0
220527;201903;937;208440.0
220530;201903;1048;247343.0
220535;201903;578;114982.0
220540;201903;2627;655170.0
220545;201903;1051;216880.0
220550;201903;5807;1271023.0
220551;201903;974;204567.0
220552;201903;998;261009.0
220553;201903;1062;235182.0
220554;201903;419;71259.0
220555;201903;1518;373346.0
220556;201903;690;156095.0
220557;201903;1002;181527.0
220558;201903;878;219795.0
220559;201903;1050;239976.0
220560;201903;1213;267104.0
220570;201903;5109;916998.0
220580;201903;5481;1248581.0
220585;201903;1353;343179.0
220590;201903;776;131779.0
220595;201903;1950;448775.0
220600;201903;961;154576.0
220605;201903;1102;273847.0
220610;201903;2191;535440.0
220620;201903;6423;1615533.0
220630;201903;186;38762.0
220635;201903;1093;230518.0
220640;201903;1750;406956.0
220650;201903;1297;286603.0
220660;201903;1838;492817.0
220665;201903;887;250556.0
220667;201903;1165;272645.0
220669;201903;1337;228931.0
220670;201903;1471;367217.0
220672;201903;2082;446414.0
220675;201903;883;155674.0
220680;201903;2265;471198.0
220690;201903;999;190847.0
220695;201903;672;161379.0
220700;201903;5584;952219.0
220710;201903;477;106383.0
220720;201903;1506;333803.0
220730;201903;889;219898.0
220735;201903;600;111728.0
220740;201903;870;171104.0
220750;201903;2780;547185.0
220755;201903;786;158584.0
220760;201903;2219;544778.0
220770;201903;10454;1494762.0
220775;201903;930;212969.0
220777;201903;925;135534.0
220779;201903;947;213232.0
220780;201903;4030;653652.0
220785;201903;1151;230990.0
220790;201903;7490;1896449.0
220793;201903;577;143893.0
220795;201903;1050;226424.0
220800;201903;9958;1362820.0
220810;201903;2025;488793.0
220820;201903;3227;522384.0
220830;201903;5283;1180219.0
220840;201903;6497;1093933.0
220850;201903;2397;668262.0
220855;201903;467;102378.0
220860;201903;753;171706.0
220865;201903;1523;348118.0
220870;201903;2057;572456.0
220880;201903;3959;812787.0
220885;201903;915;232602.0
220887;201903;1101;203609.0
220890;201903;939;223988.0
220900;201903;1373;280107.0
220910;201903;1001;217912.0
220915;201903;556;129616.0
220920;201903;920;242994.0
220930;201903;1219;315010.0
220935;201903;587;81049.0
220937;201903;919;184648.0
220940;201903;880;213471.0
220945;201903;263;77834.0
220950;201903;689;153827.0
220955;201903;1110;232609.0
220960;201903;461;101901.0
220965;201903;1328;338893.0
220970;201903;1120;267219.0
220975;201903;518;131502.0
220980;201903;828;159807.0
220985;201903;802;174830.0
220987;201903;1018;249682.0
220990;201903;1165;297136.0
220995;201903;638;132483.0
220997;201903;1980;505677.0
221000;201903;3153;718402.0
221005;201903;1101;215427.0
221010;201903;790;161468.0
221020;201903;1027;224131.0
221030;201903;1135;259610.0
221035;201903;1052;247164.0
221037;201903;359;88421.0
221038;201903;291;59790.0
221039;201903;607;137597.0
221040;201903;2796;505924.0
221050;201903;2949;612995.0
221060;201903;5355;1225310.0
221062;201903;797;177265.0
221063;201903;673;103360.0
221065;201903;1954;357329.0
221070;201903;2099;390411.0
221080;201903;2259;486205.0
221090;201903;929;209380.0
221093;201903;884;127959.0
221095;201903;619;140908.0
221097;201903;467;89209.0
221100;201903;57028;1.0840233E7
221110;201903;7740;2032080.0
221120;201903;3302;701633.0
221130;201903;2300;322550.0
221135;201903;1211;247519.0
221140;201903;923;166649.0
221150;201903;652;113118.0
221160;201903;512;100182.0
221170;201903;747;115625.0
230010;201903;1898;433786.0
230015;201903;1881;449473.0
230020;201903;10207;2502836.0
230030;201903;9078;2011686.0
230040;201903;3000;721193.0
230050;201903;1071;167494.0
230060;201903;1484;380800.0
230070;201903;2066;297008.0
230075;201903;6889;1227414.0
230080;201903;1965;427428.0
230090;201903;2696;535653.0
230100;201903;10876;1926510.0
230110;201903;6594;1069067.0
230120;201903;4562;907417.0
230125;201903;1898;371970.0
230130;201903;3209;481476.0
230140;201903;2156;520539.0
230150;201903;866;144680.0
230160;201903;4531;1056832.0
230170;201903;3813;611208.0
230180;201903;1061;261323.0
230185;201903;2697;485020.0
230190;201903;6847;1068404.0
230195;201903;3666;630747.0
230200;201903;3172;590134.0
230205;201903;2709;577751.0
230210;201903;6546;1096782.0
230220;201903;9489;1956979.0
230230;201903;4690;833073.0
230240;201903;8854;2145352.0
230250;201903;6537;1000614.0
230260;201903;7730;1421782.0
230270;201903;3987;587846.0
230280;201903;12972;2287886.0
230290;201903;3053;626396.0
230300;201903;3573;878102.0
230310;201903;2827;662781.0
230320;201903;5019;1283113.0
230330;201903;2784;555118.0
230340;201903;2172;482323.0
230350;201903;10362;1873461.0
230360;201903;1587;264080.0
230365;201903;2114;476480.0
230370;201903;29039;5061943.0
230380;201903;3747;823434.0
230390;201903;2189;584887.0
230393;201903;1931;459347.0
230395;201903;3458;616736.0
230400;201903;3870;777304.0
230410;201903;8137;1457937.0
230420;201903;14238;2624712.0
230423;201903;3254;827257.0
230425;201903;3718;793146.0
230426;201903;1487;371642.0
230427;201903;899;157571.0
230428;201903;5426;860164.0
230430;201903;2900;630960.0
230435;201903;3156;501317.0
230440;201903;208980;3.6930808E7
230445;201903;2440;364192.0
230450;201903;2255;438807.0
230460;201903;1521;389684.0
230465;201903;2472;421466.0
230470;201903;7723;1461445.0
230480;201903;905;212935.0
230490;201903;1370;253944.0
230495;201903;3536;557974.0
230500;201903;6473;1483291.0
230510;201903;699;113277.0
230520;201903;2829;557546.0
230523;201903;5216;744459.0
230526;201903;2393;548715.0
230530;201903;3409;596375.0
230533;201903;2784;518935.0
230535;201903;3103;669766.0
230540;201903;11149;2553633.0
230550;201903;10420;1778296.0
230560;201903;5208;1205739.0
230565;201903;1928;462422.0
230570;201903;2484;568476.0
230580;201903;7274;1192371.0
230590;201903;5472;885391.0
230600;201903;1886;296790.0
230610;201903;4571;842527.0
230620;201903;1019;202798.0
230625;201903;3398;446405.0
230630;201903;5704;907510.0
230640;201903;19620;4201002.0
230650;201903;3417;655324.0
230655;201903;7158;1509994.0
230660;201903;3987;1099978.0
230670;201903;3503;633720.0
230680;201903;1579;287903.0
230690;201903;4065;590198.0
230700;201903;5958;1044939.0
230710;201903;4343;847955.0
230720;201903;1053;188466.0
230725;201903;2022;312718.0
230730;201903;21843;3298118.0
230740;201903;4017;1050657.0
230750;201903;5262;1032673.0
230760;201903;7061;1202193.0
230763;201903;3022;688888.0
230765;201903;18096;3029690.0
230770;201903;14665;2405867.0
230780;201903;3832;695852.0
230790;201903;1993;452423.0
230800;201903;4468;774278.0
230810;201903;7838;1503357.0
230820;201903;1834;414636.0
230830;201903;5134;1189345.0
230835;201903;2582;438712.0
230837;201903;2098;419406.0
230840;201903;5840;1050749.0
230850;201903;5878;992847.0
230860;201903;3484;827608.0
230870;201903;10956;2100657.0
230880;201903;1481;382952.0
230890;201903;3110;538831.0
230900;201903;1709;265334.0
230910;201903;1919;477811.0
230920;201903;2834;720735.0
230930;201903;3779;625607.0
230940;201903;5546;1063605.0
230945;201903;4121;775408.0
230950;201903;4749;942244.0
230960;201903;7063;1101606.0
230970;201903;6652;1060030.0
230980;201903;1611;257308.0
230990;201903;985;170115.0
231000;201903;1440;295195.0
231010;201903;2211;429311.0
231020;201903;4757;858262.0
231025;201903;4744;824200.0
231030;201903;3710;555316.0
231040;201903;2061;476334.0
231050;201903;7094;1197105.0
231060;201903;1845;476519.0
231070;201903;4569;801091.0
231080;201903;2544;656417.0
231085;201903;3842;555810.0
231090;201903;2349;497715.0
231095;201903;1256;247881.0
231100;201903;1925;419716.0
231110;201903;2379;345194.0
231120;201903;1284;290589.0
231123;201903;1120;210922.0
231126;201903;3190;530194.0
231130;201903;12374;2029425.0
231135;201903;2513;451654.0
231140;201903;9402;1964417.0
231150;201903;2322;335564.0
231160;201903;3523;570347.0
231170;201903;2538;407495.0
231180;201903;6576;944469.0
231190;201903;2440;537715.0
231195;201903;2905;551100.0
231200;201903;5306;1287320.0
231210;201903;3070;699068.0
231220;201903;6780;1143877.0
231230;201903;6120;1193258.0
231240;201903;6490;1142369.0
231250;201903;860;113411.0
231260;201903;1911;332147.0
231270;201903;3912;930914.0
231280;201903;1168;274492.0
231290;201903;17038;2715788.0
231300;201903;2139;334380.0
231310;201903;3974;690366.0
231320;201903;4542;1128743.0
231325;201903;1302;189708.0
231330;201903;5149;780328.0
231335;201903;4086;1016545.0
231340;201903;11380;2164585.0
231350;201903;12356;2544169.0
231355;201903;3012;685251.0
231360;201903;4834;893506.0
231370;201903;1329;302219.0
231375;201903;3257;847137.0
231380;201903;4413;806752.0
231390;201903;2233;402724.0
231395;201903;2131;351420.0
231400;201903;6156;1458711.0
231410;201903;10553;2159338.0
240010;201903;1255;229416.0
240020;201903;6775;1226999.0
240030;201903;2082;334991.0
240040;201903;475;122012.0
240050;201903;1927;454978.0
240060;201903;914;206069.0
240070;201903;1466;265088.0
240080;201903;1787;380781.0
240090;201903;1443;340755.0
240100;201903;5771;1127986.0
240110;201903;2537;421207.0
240120;201903;1769;382266.0
240130;201903;2654;437782.0
240140;201903;1140;213446.0
240145;201903;3659;606634.0
240150;201903;625;137559.0
240160;201903;903;232973.0
240165;201903;598;102153.0
240170;201903;1359;214370.0
240180;201903;1562;269677.0
240185;201903;928;232659.0
240190;201903;711;194632.0
240200;201903;5130;793209.0
240210;201903;2066;435304.0
240220;201903;5106;1209850.0
240230;201903;3659;696404.0
240240;201903;419;65748.0
240250;201903;2030;438220.0
240260;201903;7931;1284856.0
240270;201903;1535;301714.0
240280;201903;1103;214960.0
240290;201903;701;158529.0
240300;201903;1015;196331.0
240310;201903;4130;615525.0
240320;201903;1108;263474.0
240325;201903;11173;1656998.0
240330;201903;873;201814.0
240340;201903;1198;231419.0
240350;201903;1623;366855.0
240360;201903;4701;800364.0
